path,classification,current_path,area,decision,evidence,reason,inspection,baseline_sha256,current_sha256
scripts/audits/repository-inventory.mjs,KEEP,scripts/audits/repository-inventory.mjs,Developer/operator entry points,,repository/CI/operator/evidence entry; see feature inventory,Added cleanup verification or review artifact; Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,,55efd655bdfbaf13e54a3ff328fd66be3b95e3eca25de2bdd2e1cf041113e8d1
scripts/audits/verify-candidate-database-timeout.mjs,KEEP,scripts/audits/verify-candidate-database-timeout.mjs,Developer/operator entry points,,repository/CI/operator/evidence entry; see feature inventory,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,18832f9a5e5403d0ea92a73b5087106c14256ecd1b11483e2ecaaf8c4f14cda4,18832f9a5e5403d0ea92a73b5087106c14256ecd1b11483e2ecaaf8c4f14cda4
scripts/catalog-ingestion.mjs,KEEP,scripts/catalog-ingestion.mjs,Developer/operator entry points,,docs/product-ingestion.md; docs/product-provider-001.md; package.json; tests/product-provider-001.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,3c5b7155d1dcfbc5e76f890e942bb6fbe5a802399ccb1d4ec41c5f5b6f6b2ca6,3c5b7155d1dcfbc5e76f890e942bb6fbe5a802399ccb1d4ec41c5f5b6f6b2ca6
scripts/cleanup-idempotency-operations.mjs,KEEP,scripts/cleanup-idempotency-operations.mjs,Developer/operator entry points,,docs/idempotency-and-replay-safety.md; docs/scheduled-maintenance.md; package.json; tests/security-phase-s2f.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,b528ed33412fe154c2b00536cfa556395966a1b6aaddac064a0d3a6ee267e391,b528ed33412fe154c2b00536cfa556395966a1b6aaddac064a0d3a6ee267e391
scripts/cleanup-invalid-furvise-memories.mjs,KEEP,scripts/cleanup-invalid-furvise-memories.mjs,Developer/operator entry points,,tests/ask-memory-integrity-p0.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,216fdcaf26d789776dee5259a304665c33e113082e45a1b5381555682bfe2da9,216fdcaf26d789776dee5259a304665c33e113082e45a1b5381555682bfe2da9
scripts/cleanup-operational-records.mjs,KEEP,scripts/cleanup-operational-records.mjs,Developer/operator entry points,,docs/scheduled-maintenance.md; tests/security-phase-s2h.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,d3414466e17411300780ad119afd010a86612cbbd5b2ec987029a4a5a5c3336d,d3414466e17411300780ad119afd010a86612cbbd5b2ec987029a4a5a5c3336d
scripts/diagnose-furvise-integrity.mjs,KEEP,scripts/diagnose-furvise-integrity.mjs,Developer/operator entry points,,docs/furvise-intelligence-architecture.md,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,6ff6dfc7b3d6a0f69261a73c38da8cb816df9a705dfa3d75eb775d2931518650,6ff6dfc7b3d6a0f69261a73c38da8cb816df9a705dfa3d75eb775d2931518650
scripts/generate-brand-icons.mjs,KEEP,scripts/generate-brand-icons.mjs,Developer/operator entry points,,repository/CI/operator/evidence entry; see feature inventory,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,406695d78efbdd78243ca0df241d794f994bbf0c5789f5d00cef1c88b6dfbb3c,406695d78efbdd78243ca0df241d794f994bbf0c5789f5d00cef1c88b6dfbb3c
scripts/generate-vet-brief-samples.mjs,KEEP,scripts/generate-vet-brief-samples.mjs,Developer/operator entry points,,package.json,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,3e72c8e3793f47e1683c70c2a7e5d6740a93a63eff2f979211bce6aab894e411,3e72c8e3793f47e1683c70c2a7e5d6740a93a63eff2f979211bce6aab894e411
scripts/load-test/README.md,KEEP,scripts/load-test/README.md,Developer/operator entry points,,repository/CI/operator/evidence entry; see feature inventory,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,cdbe32ebf0fd920d0a955b300556bc43eaf80f987d3299b9cadeb3afb7d3af1d,cdbe32ebf0fd920d0a955b300556bc43eaf80f987d3299b9cadeb3afb7d3af1d
scripts/load-test/safe-local-load.mjs,KEEP,scripts/load-test/safe-local-load.mjs,Developer/operator entry points,,scripts/load-test/README.md,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,a9db15916ddbb7c782cb9fdebf25f1598d19142f37df1ac5ff86e922c1ded377,a9db15916ddbb7c782cb9fdebf25f1598d19142f37df1ac5ff86e922c1ded377
scripts/local-runner/README.md,DECISION NEEDED,scripts/local-runner/README.md,Developer/operator entry points,D6,repository/CI/operator/evidence entry; see feature inventory,Separately invoked developer/live-benchmark tooling; retain historical reproducibility pending support decision; not executed.,structural/content reference scan; retained conservatively,1a47f307007ece7e500b02b4796e714536eb7eaa0dd9801d4ee5383c6b40723e,1a47f307007ece7e500b02b4796e714536eb7eaa0dd9801d4ee5383c6b40723e
scripts/local-runner/VALIDATION.md,DECISION NEEDED,scripts/local-runner/VALIDATION.md,Developer/operator entry points,D6,repository/CI/operator/evidence entry; see feature inventory,Separately invoked developer/live-benchmark tooling; retain historical reproducibility pending support decision; not executed.,structural/content reference scan; retained conservatively,015107862365df9b0d7090a053002e9bb85a5fb7f6a0491f6becfc79e893bbee,015107862365df9b0d7090a053002e9bb85a5fb7f6a0491f6becfc79e893bbee
scripts/local-runner/furvise-audit-queue.json,DECISION NEEDED,scripts/local-runner/furvise-audit-queue.json,Developer/operator entry points,D6,repository/CI/operator/evidence entry; see feature inventory,Separately invoked developer/live-benchmark tooling; retain historical reproducibility pending support decision; not executed.,structural/content reference scan; retained conservatively,c713c9a0828cf142df5b5f0c762e50232dcc4e83c7e040016e6b0dae60ffcab3,c713c9a0828cf142df5b5f0c762e50232dcc4e83c7e040016e6b0dae60ffcab3
scripts/local-runner/runner.py,DECISION NEEDED,scripts/local-runner/runner.py,Developer/operator entry points,D6,repository/CI/operator/evidence entry; see feature inventory,Separately invoked developer/live-benchmark tooling; retain historical reproducibility pending support decision; not executed.,structural/content reference scan; retained conservatively,507356d06fa7233c114b7f84488ae78ce79ec2c0e6c443db181d86792eb7a541,507356d06fa7233c114b7f84488ae78ce79ec2c0e6c443db181d86792eb7a541
scripts/local-runner/smoke-queue.json,DECISION NEEDED,scripts/local-runner/smoke-queue.json,Developer/operator entry points,D6,repository/CI/operator/evidence entry; see feature inventory,Separately invoked developer/live-benchmark tooling; retain historical reproducibility pending support decision; not executed.,structural/content reference scan; retained conservatively,db9bdc8adcb78330211032adf88af777fce9b82302ab2fcf437f329f3634365f,db9bdc8adcb78330211032adf88af777fce9b82302ab2fcf437f329f3634365f
scripts/local-runner/test_runner.py,DECISION NEEDED,scripts/local-runner/test_runner.py,Developer/operator entry points,D6,repository/CI/operator/evidence entry; see feature inventory,Separately invoked developer/live-benchmark tooling; retain historical reproducibility pending support decision; not executed.,structural/content reference scan; retained conservatively,2a57579d6b3b25929df9c01d4ca971c900e69fa5f4db7361f4844de00f071521,2a57579d6b3b25929df9c01d4ca971c900e69fa5f4db7361f4844de00f071521
scripts/reconcile-account-deletions.mjs,KEEP,scripts/reconcile-account-deletions.mjs,Developer/operator entry points,,docs/scheduled-maintenance.md,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,7eb184b75d9ee61ce285af5c4ac456eaa08f7ab08f8048cfcf103a30e1e25cba,7eb184b75d9ee61ce285af5c4ac456eaa08f7ab08f8048cfcf103a30e1e25cba
scripts/repair-resolved-concerns.mjs,KEEP,scripts/repair-resolved-concerns.mjs,Developer/operator entry points,,docs/scheduled-maintenance.md,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,6a3dbf0579204117e1f5dffb957eacef2d9856cd324276582012121de73fa986,6a3dbf0579204117e1f5dffb957eacef2d9856cd324276582012121de73fa986
scripts/run-integrity-diagnostics.mjs,KEEP,scripts/run-integrity-diagnostics.mjs,Developer/operator entry points,,docs/backup-and-restore.md; docs/scheduled-maintenance.md; tests/run-integrity-diagnostics.test.mjs; tests/security-phase-s2h.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,f5330b137e32e79f1cb74d80dac19186a8f6194b899edd593cd0086b3764d246,f5330b137e32e79f1cb74d80dac19186a8f6194b899edd593cd0086b3764d246
scripts/seed-catalog.mjs,KEEP,scripts/seed-catalog.mjs,Developer/operator entry points,,docs/catalog-architecture.md; package.json,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,ee439a04efd567c821d7293a37bccba2be63b95581ce5cbb5bc22c71880c7424,ee439a04efd567c821d7293a37bccba2be63b95581ce5cbb5bc22c71880c7424
scripts/start-billing-sandbox-dev.mjs,KEEP,scripts/start-billing-sandbox-dev.mjs,Developer/operator entry points,,package.json; tests/billing-sandbox-e2e-gate.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,68e051638ae2c9ec90b6b2a92018f03f03e875d2b109456594e519c325bc5814,68e051638ae2c9ec90b6b2a92018f03f03e875d2b109456594e519c325bc5814
scripts/test-canonical-save-http.py,KEEP,scripts/test-canonical-save-http.py,Developer/operator entry points,,docs/canonical-http-recovery.md,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,1217c0e6ce1cb803e14b8ab71577158f60bbdeab7e1aae5e200efccb716d45f9,1217c0e6ce1cb803e14b8ab71577158f60bbdeab7e1aae5e200efccb716d45f9
scripts/test-canonical-save-races.py,KEEP,scripts/test-canonical-save-races.py,Developer/operator entry points,,docs/canonical-save-concurrency.md,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,1c73880b30096959276bf4667ccad602f72274dad918e02f79ef31d369c8c8e7,1c73880b30096959276bf4667ccad602f72274dad918e02f79ef31d369c8c8e7
scripts/validate-production-environment.mjs,KEEP,scripts/validate-production-environment.mjs,Developer/operator entry points,,docs/production-environment-checklist.md; tests/security-phase-s2h.test.mjs; tests/validate-production-environment.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,2ba97c577d1ce8b600e2edbfe2787b24c3d7e7904e9d29d67aedd0580467e1f5,2ba97c577d1ce8b600e2edbfe2787b24c3d7e7904e9d29d67aedd0580467e1f5
scripts/verify-billing-sandbox-config.mjs,KEEP,scripts/verify-billing-sandbox-config.mjs,Developer/operator entry points,,package.json; tests/billing-sandbox-e2e-gate.test.mjs,Explicit developer/operator command or offline test child/fixture. Script dispatch and package/CI/docs references are independent entry points.,structural/content reference scan; retained conservatively,2bae500fdcd61158797bec8247478a46becb5ac9809a87f2e2178f6b82201829,2bae500fdcd61158797bec8247478a46becb5ac9809a87f2e2178f6b82201829
sentry.edge.config.ts,KEEP,sentry.edge.config.ts,Shared UI/framework/configuration,,instrumentation.ts; tests/sentry-integration.test.mjs,Framework-discovered route/layout/metadata/proxy/instrumentation; retain public URL or operational entry behavior.,structural/content reference scan; retained conservatively,a7779784d4a58ddd91e64b88c149a021edf832dcd6c2c72a05f1922f58eac801,a7779784d4a58ddd91e64b88c149a021edf832dcd6c2c72a05f1922f58eac801
sentry.server.config.ts,KEEP,sentry.server.config.ts,Shared UI/framework/configuration,,instrumentation.ts; tests/sentry-integration.test.mjs,Framework-discovered route/layout/metadata/proxy/instrumentation; retain public URL or operational entry behavior.,structural/content reference scan; retained conservatively,333e77436dd18c8d3f9a85928adc33b5fb50e783e4dd5b533dad0cc077dc1002,333e77436dd18c8d3f9a85928adc33b5fb50e783e4dd5b533dad0cc077dc1002
supabase/drafts/ask_episode_membership_contract.rollback.sql,KEEP,supabase/drafts/ask_episode_membership_contract.rollback.sql,Database verification/reference,,docs/ask-episode-membership-contract.md; app/lib/intelligence/episode-history.ts; supabase/drafts/ask_episode_membership_contract.sql; supabase/drafts/ask_recorded_completeness.rollback.sql; supabase/drafts/ask_recorded_completeness.sql; supabase/migrations/20260905091508_ask_episode_references.sql,"Dependency of retained framework/HTTP entry; preserve feature behavior, types and safeguards. See dependency map.",structural/content reference scan; retained conservatively,8424b919a14b8cc9c1f29569285953242ef3ae1609293d89a57a912b881474cf,8424b919a14b8cc9c1f29569285953242ef3ae1609293d89a57a912b881474cf
